Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Jun 03, 2021","Jun 03, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,foodle plates for kids,1,1,100.0000%,$1.25,$1.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 04, 2021","Jun 04, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kid friendly plate charger,2,1,50.0000%,$0.84,$0.84,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kid safe plates,39,1,2.5641%,$0.84,$0.84,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids bento plate,4,1,25.0000%,$1.23,$1.23,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","Jun 07, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids bowls and plates set,80,7,8.7500%,$0.96,$6.70,$49.98,13.4054%,7.46,2,2,28.5714%,2,0,$49.98,$0.00
"Jun 13, 2021","Jun 15, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids dinner plates,40,2,5.0000%,$1.02,$2.03,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids dinner plates eco,2,1,50.0000%,$0.91,$0.91,$74.97,1.2138%,82.38,1,3,100.0000%,0,3,$0.00,$74.97
"Jun 16, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids non toxic plates,2,1,50.0000%,$1.25,$1.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids pizza plate,2,1,50.0000%,$1.23,$1.23,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids plate set,55,1,1.8182%,$1.28,$1.28,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids plate sets,13,1,7.6923%,$0.93,$0.93,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 02, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids plates and bowls,25,4,16.0000%,$1.05,$4.19,$24.99,16.7667%,5.96,1,1,25.0000%,1,0,$24.99,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids plates set,6,1,16.6667%,$1.16,$1.16,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 04, 2021","Jun 04, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,kids reusable plate sets,3,1,33.3333%,$1.26,$1.26,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,little kid plates sets,6,1,16.6667%,$1.16,$1.16,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,paintable plates for kids,285,1,0.3509%,$0.65,$0.65,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,picky eater plates for kids,5,1,20.0000%,$1.33,$1.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 04, 2021","Jun 04, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,plant based kids plates,1,1,100.0000%,$1.51,$1.51,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,plates for kids set,2,1,50.0000%,$0.92,$0.92,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 11, 2021","Jun 11, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,plates set for kids,1,1,100.0000%,$1.04,$1.04,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates,BROAD,purple small kid plates,2,1,50.0000%,$1.27,$1.27,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bamboo bowls for kids,76,2,2.6316%,$1.48,$2.95,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 19, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bamboo bowls kids,759,15,1.9763%,$1.59,$23.86,$74.97,31.8261%,3.14,3,3,20.0000%,2,1,$49.98,$24.99
"Jun 18, 2021","Jun 18, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bamboo kids bowls,16,1,6.2500%,$2.06,$2.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 16, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bento bowls for kids,4,1,25.0000%,$1.20,$1.20,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bowl for kids,16,1,6.2500%,$1.13,$1.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bowls for kids,375,5,1.3333%,$1.66,$8.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 15, 2021","Jun 15, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bowls kids,15,2,13.3333%,$1.34,$2.67,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,bpa free bowls kids,2,1,50.0000%,$1.32,$1.32,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 17, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,breakfast bowl for kids,1,1,100.0000%,$1.07,$1.07,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,chef bowls for kids,1,1,100.0000%,$1.08,$1.08,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,cute bowl kid,4,1,25.0000%,$0.62,$0.62,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 16, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,dinosaur bowls for kids,3,1,33.3333%,$1.39,$1.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 19, 2021","Jun 19, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,dishwasher safe bowls for kids,2,1,50.0000%,$1.13,$1.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bamboo bowls,15,1,6.6667%,$1.32,$1.32,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bowl sets,12,1,8.3333%,$1.54,$1.54,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 15, 2021","Jun 18, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bowl with lid,61,2,3.2787%,$1.20,$2.39,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 18, 2021","Jun 18, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bowls bamboo,8,1,12.5000%,$1.62,$1.62,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids bowls sustainable,2,1,50.0000%,$0.92,$0.92,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids rice bowl,3,1,33.3333%,$0.80,$0.80,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids serving bowl,2,1,50.0000%,$1.13,$1.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 14, 2021","Jun 14, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,kids stackable bowls,3,1,33.3333%,$1.38,$1.38,$49.98,2.7611%,36.22,2,2,200.0000%,1,1,$24.99,$24.99
"Jun 14, 2021","Jun 14, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,noodle bowl for kids,26,1,3.8462%,$0.73,$0.73,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 17, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,noodle bowls for kids,6,1,16.6667%,$1.32,$1.32,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 17, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,sip bowls for kids,46,1,2.1739%,$1.19,$1.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,small bowls for kids,3,1,33.3333%,$1.18,$1.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids bowls,BROAD,tupperware bowls kids,2,1,50.0000%,$1.31,$1.31,$24.99,5.2421%,19.08,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,toddler dishes,BROAD,toddler dish set,5,1,20.0000%,$1.57,$1.57,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 06, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,toddler dishes,BROAD,toddler dishes,45,2,4.4444%,$0.71,$1.41,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,toddler dishes,BROAD,toddler dishes dinnerware sets,78,1,1.2821%,$0.81,$0.81,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 08, 2021","Jun 08, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,toddler dishes,BROAD,toddler eating dishes,63,1,1.5873%,$0.86,$0.86,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,bambino kids' dish set ekobo,2,1,50.0000%,$0.83,$0.83,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 11, 2021","Jun 14, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,bamboo dishes for kids,60,3,5.0000%,$1.00,$2.99,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,bamboo kids dishes,4,1,25.0000%,$0.86,$0.86,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 08, 2021","Jun 08, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,dishwasher safe kids dishes,3,1,33.3333%,$1.77,$1.77,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 14, 2021","Jun 14, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,islamic dishes for kids,1,1,100.0000%,$1.20,$1.20,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kid dishes dishwasher safe,4,1,25.0000%,$1.34,$1.34,$24.99,5.3621%,18.65,1,1,100.0000%,1,0,$24.99,$0.00
"May 27, 2021","Jun 10, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dish set,64,3,4.6875%,$1.15,$3.45,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 14, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dish sets for eating,26,2,7.6923%,$1.30,$2.59,$24.99,10.3641%,9.65,1,1,50.0000%,0,1,$0.00,$24.99
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dish strainer,1,1,100.0000%,$0.61,$0.61,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes dinnerware sets bpa free,8,2,25.0000%,$1.37,$2.74,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","Jun 19, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes for meal,94,6,6.3830%,$1.01,$6.03,$99.96,6.0324%,16.58,3,4,50.0000%,3,1,$74.97,$24.99
"Jun 17, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes full set,4,1,25.0000%,$1.00,$1.00,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 17, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids dishes set dishwasher safe,2,1,50.0000%,$1.23,$1.23,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 17, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,kids non breakable dishes,1,1,100.0000%,$1.11,$1.11,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 25, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,leaf dish sets for kids,1,1,100.0000%,$0.82,$0.82,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dishes,BROAD,parrot dish for kids,4,1,25.0000%,$0.80,$0.80,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 14, 2021","Jun 14, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,cocomelon plate set for toddlers,3,1,33.3333%,$1.21,$1.21,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 14, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,dishwasher safe toddler plates,4,2,50.0000%,$1.19,$2.38,$49.98,4.7619%,21.00,2,2,100.0000%,2,0,$49.98,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,misu plates toddlers,1,1,100.0000%,$1.21,$1.21,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,non toxic toddler plates,2,1,50.0000%,$1.22,$1.22,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 14, 2021","Jun 14, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,plate set for toddler,63,1,1.5873%,$0.75,$0.75,$24.99,3.0012%,33.32,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 16, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,plate toddler,2,1,50.0000%,$2.00,$2.00,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 07, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,plates for toddlers,91,5,5.4945%,$1.10,$5.50,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 16, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler dinner plates,9,1,11.1111%,$1.85,$1.85,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 15, 2021","Jun 15, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler meal plates,4,1,25.0000%,$1.09,$1.09,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 16, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler no slide plates bpa free,1,1,100.0000%,$1.36,$1.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plate set,36,1,2.7778%,$0.91,$0.91,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates and bowls,26,4,15.3846%,$1.43,$5.73,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 17, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates and bowls set boys,2,1,50.0000%,$1.41,$1.41,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates bulk,181,1,0.5525%,$1.12,$1.12,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,plates for toddlers,BROAD,toddler plates with lids,5,1,20.0000%,$1.13,$1.13,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 12, 2021","Jun 15, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates,18,3,16.6667%,$1.21,$3.62,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 11, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates set,112,7,6.2500%,$1.57,$11.01,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids colorful rubber plates and bowls,2,1,50.0000%,$1.09,$1.09,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 19, 2021","Jun 19, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids dinnerware sets plates and bowls,2,1,50.0000%,$1.18,$1.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls,78,3,3.8462%,$1.35,$4.05,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls sets girls,4,1,25.0000%,$0.54,$0.54,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 14, 2021","Jun 14, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids plates and bowls,BROAD,microbe safe plates and bowls for kids,5,1,20.0000%,$1.38,$1.38,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 19, 2021","Jun 19, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,bamboo dinnerware for kids,11,1,9.0909%,$0.90,$0.90,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 11, 2021","Jun 11, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,bamboo kids dinnerware,4,1,25.0000%,$1.85,$1.85,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 15, 2021","Jun 15, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,dinnerware for kids,6,1,16.6667%,$0.79,$0.79,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 25, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,dinnerware sets for 4 kids safe,4,1,25.0000%,$0.68,$0.68,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 13, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,eco friendly kids dinnerware,2,1,50.0000%,$1.00,$1.00,$24.99,4.0016%,24.99,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 18, 2021","Jun 18, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,eco friendly kids dinnerware sets,1,1,100.0000%,$0.72,$0.72,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 25, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kid friendly but expensive dinnerware,5,1,20.0000%,$0.24,$0.24,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids bamboo dinnerware sets,34,4,11.7647%,$1.30,$5.20,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware,12,1,8.3333%,$0.74,$0.74,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware set,5,1,20.0000%,$0.20,$0.20,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware sets,4118,15,0.3643%,$0.94,$14.07,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 17, 2021","Jun 17, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,kids dinnerware,BROAD,kids dishes dinnerware sets bpa free,4,1,25.0000%,$1.64,$1.64,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,bamboo bowl toddler,22,1,4.5455%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 13, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,bowls for toddlers,24,2,8.3333%,$1.65,$3.29,$24.99,13.1653%,7.60,1,1,50.0000%,0,1,$0.00,$24.99
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,bowls toddler,7,1,14.2857%,$1.02,$1.02,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,no spill bowls for toddlers,11,1,9.0909%,$1.37,$1.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,plates and bowls for toddlers,8,1,12.5000%,$0.65,$0.65,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,splash toddler bowls,69,1,1.4493%,$0.75,$0.75,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 18, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler bowl,289,6,2.0761%,$1.12,$6.72,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","Jun 16, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler bowls,557,8,1.4363%,$1.47,$11.76,$49.98,23.5294%,4.25,2,2,25.0000%,1,1,$24.99,$24.99
"May 28, 2021","Jun 06, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler food bowls,12,2,16.6667%,$0.78,$1.55,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 07, 2021",Not grouped,USD,Floral - Manual,Broad Ad Group,bowls for toddlers,BROAD,toddler plates and bowls,83,5,6.0241%,$1.15,$5.73,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","Jun 18, 2021",Not grouped,USD,Floral - Manual,Exact Ad Group,toddler plates,EXACT,toddler plate,1124,22,1.9573%,$1.95,$42.86,$99.96,42.8772%,2.33,4,4,18.1818%,3,1,$74.97,$24.99
