Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo kids plates,BROAD,bamboo kids plate set,2,1,50.0000%,$1.15,$1.15,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo kids plates,BROAD,bamboo kids plates and bowl sets,222,10,4.5045%,$1.50,$15.01,$49.98,30.0320%,3.33,2,2,20.0000%,2,0,$49.98,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo kids plates,BROAD,bamboo plate set kids,7,1,14.2857%,$2.47,$2.47,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo kids plates,BROAD,grow forward kids bamboo plates and bowl sets,8,1,12.5000%,$1.98,$1.98,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 11, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo kids plates,BROAD,kids 10 inch dinner plate bamboo,1,1,100.0000%,$1.61,$1.61,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo kids plates,BROAD,kids bamboo plates and bowl sets,5,1,20.0000%,$1.78,$1.78,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo kids plates,BROAD,kids plates and bowls sets bamboo,43,2,4.6512%,$1.11,$2.22,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo kids plates,BROAD,kids plates bamboo,31,3,9.6774%,$1.22,$3.67,$49.98,7.3429%,13.62,2,2,66.6667%,1,1,$24.99,$24.99
"May 28, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo toddler plates,BROAD,bamboo plates for toddlers,29,5,17.2414%,$1.87,$9.35,$49.98,18.7075%,5.35,2,2,40.0000%,2,0,$49.98,$0.00
"May 28, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo toddler plates,BROAD,bamboo plates toddler,16,3,18.7500%,$1.71,$5.13,$24.99,20.5282%,4.87,1,1,33.3333%,1,0,$24.99,$0.00
"May 26, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo toddler plates,BROAD,bamboo toddler plates and bowls set,15,4,26.6667%,$1.43,$5.73,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo toddler plates,BROAD,toddler bamboo plates,31,5,16.1290%,$1.89,$9.47,$49.98,18.9476%,5.28,3,3,60.0000%,3,0,$49.98,$0.00
"Jun 04, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,bamboo toddler plates,BROAD,toddler plates bamboo,7,1,14.2857%,$2.36,$2.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,10 inch dinner plate for kids,1,1,100.0000%,$1.36,$1.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,ahimsa plates kids,1,1,100.0000%,$1.58,$1.58,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 03, 2021","Jun 03, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,anime kids plates,2,1,50.0000%,$1.33,$1.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 04, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,batman plates for kids,13,1,7.6923%,$0.71,$0.71,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,bear kids plate set,4,1,25.0000%,$1.11,$1.11,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,best eco friendly plates for kids,3,1,33.3333%,$1.36,$1.36,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,biobu kids plates,23,1,4.3478%,$1.35,$1.35,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,dinner plate for kids scratch resistant 10 inch,3,1,33.3333%,$1.24,$1.24,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","Jun 03, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,dinner winner kids plate,274,2,0.7299%,$1.75,$3.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,dinosaur plate kids,65,1,1.5385%,$0.95,$0.95,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,dishwasher safe kids plates,102,6,5.8824%,$1.88,$11.27,$24.99,45.0980%,2.22,1,1,16.6667%,1,0,$24.99,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,ekobo kids plate,5,1,20.0000%,$0.28,$0.28,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,face plate for kids,321,2,0.6231%,$0.92,$1.83,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 04, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,food face plates for kids,2,1,50.0000%,$1.82,$1.82,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 30, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kid friendly plates,13,3,23.0769%,$1.72,$5.15,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kid plate set,99,2,2.0202%,$1.16,$2.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kid plates blue,8,1,12.5000%,$0.88,$0.88,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kid plates set,135,1,0.7407%,$1.74,$1.74,$24.99,6.9628%,14.36,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kid safe plates,23,1,4.3478%,$1.18,$1.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids birthday plates and napkin sets,1,1,100.0000%,$1.47,$1.47,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids bowls and plates,5,1,20.0000%,$1.75,$1.75,$24.99,7.0028%,14.28,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids bowls and plates set,17,1,5.8824%,$1.75,$1.75,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids deep plates,2,1,50.0000%,$1.75,$1.75,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids dinner plates,105,4,3.8095%,$1.59,$6.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids firetruck plate,39,1,2.5641%,$0.61,$0.61,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids food plate,7,1,14.2857%,$1.84,$1.84,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids lunch plate,3,1,33.3333%,$1.01,$1.01,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids melamine plates,43,3,6.9767%,$1.45,$4.35,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids non toxic plates,7,1,14.2857%,$1.90,$1.90,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plate set,418,5,1.1962%,$1.33,$6.66,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plate sets for boys,9,2,22.2222%,$1.47,$2.93,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plates bpa free,2,1,50.0000%,$1.66,$1.66,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plates bulk,42,1,2.3810%,$1.06,$1.06,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plates melamine noahs ark,2,1,50.0000%,$1.18,$1.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plates montessori,5,1,20.0000%,$1.35,$1.35,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 03, 2021","Jun 03, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plates neutral,3,1,33.3333%,$1.11,$1.11,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plates set,21,1,4.7619%,$1.76,$1.76,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plates set 9 in,3,1,33.3333%,$1.82,$1.82,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids plates with lids,8,2,25.0000%,$1.38,$2.76,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids reusable plates,71,1,1.4085%,$1.77,$1.77,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","May 28, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids serving plate,2,1,50.0000%,$2.16,$2.16,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 08, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kids stackable plates,3,2,66.6667%,$1.14,$2.28,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,kinto kids plate,4,1,25.0000%,$1.88,$1.88,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,little kid plates sets,6,1,16.6667%,$1.29,$1.29,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,melamine kids plates,64,5,7.8125%,$1.52,$7.62,$24.99,30.4922%,3.28,1,1,20.0000%,0,1,$0.00,$24.99
"May 31, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,melamine plates for kids,25,5,20.0000%,$1.79,$8.95,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,melamine plates kids,41,4,9.7561%,$1.44,$5.77,$24.99,23.0892%,4.33,1,1,25.0000%,1,0,$24.99,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,metal kids plates,92,1,1.0870%,$1.20,$1.20,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,paintable plates for kids,1927,4,0.2076%,$0.66,$2.63,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,pasta plates for kids,10,2,20.0000%,$1.84,$3.68,$24.99,14.7259%,6.79,1,1,50.0000%,1,0,$24.99,$0.00
"May 31, 2021","Jun 04, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,pillowfort plates kids,20,2,10.0000%,$1.59,$3.17,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,pizza plate for kids,2,1,50.0000%,$1.19,$1.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 25, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,plate for kids to eat,2,1,50.0000%,$1.19,$1.19,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids plates,BROAD,recycle plates kids,180,3,1.6667%,$1.51,$4.52,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,10 oz kids bowls,3,1,33.3333%,$1.57,$1.57,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,12 oz kids bowls,5,1,20.0000%,$1.64,$1.64,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,14oz bowls kids,3,1,33.3333%,$1.59,$1.59,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,bamboo bowls for kids,52,3,5.7692%,$1.55,$4.66,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,bamboo bowls kids,568,10,1.7606%,$1.80,$18.04,$49.98,36.0944%,2.77,2,2,20.0000%,2,0,$49.98,$0.00
"May 31, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,bamboo kids bowls,95,4,4.2105%,$1.65,$6.61,$24.99,26.4506%,3.78,1,1,25.0000%,1,0,$24.99,$0.00
"Jun 12, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,bowl kids,8,1,12.5000%,$1.47,$1.47,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,bowls for kids,1159,13,1.1217%,$1.77,$23.03,$99.96,23.0392%,4.34,4,4,30.7692%,4,0,$99.96,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,bowls kids,13,1,7.6923%,$1.33,$1.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,bpa free kids bowls,7,1,14.2857%,$2.11,$2.11,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 08, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,cereal bowl for kids,175,1,0.5714%,$1.10,$1.10,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,cereal bowl kids,15,1,6.6667%,$1.50,$1.50,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,cereal bowls for kids,93,3,3.2258%,$1.53,$4.60,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 28, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,cereal bowls kids,23,3,13.0435%,$1.53,$4.59,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,craft bowls for kids,20,1,5.0000%,$0.78,$0.78,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","May 27, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,dishwasher safe kids bowls,3,1,33.3333%,$2.04,$2.04,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,durable bowls for kids,1,1,100.0000%,$1.58,$1.58,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 08, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,green bowls for kids,1,1,100.0000%,$1.49,$1.49,$24.99,5.9624%,16.77,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 05, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,gyro bowl - the no spill bowl for kids,15,2,13.3333%,$1.39,$2.77,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kid cereal bowl,171,1,0.5848%,$1.37,$1.37,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kid cereal bowls,56,1,1.7857%,$1.58,$1.58,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kid safe bowls,3,1,33.3333%,$1.66,$1.66,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kid size bowls,160,1,0.6250%,$1.42,$1.42,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 06, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids bamboo bowls,20,2,10.0000%,$1.49,$2.97,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 07, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids bowl with lid,14,1,7.1429%,$1.08,$1.08,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 02, 2021","Jun 02, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids bowls dishwasher safe,11,1,9.0909%,$1.31,$1.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 27, 2021","Jun 12, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids bowls set,99,5,5.0505%,$1.44,$7.21,$49.98,14.4258%,6.93,2,2,40.0000%,2,0,$49.98,$0.00
"Jun 04, 2021","Jun 11, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids cereal bowl,28,2,7.1429%,$1.23,$2.46,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids cereal bowls,70,2,2.8571%,$1.56,$3.11,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 25, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids lunch bamboo bowl,1,1,100.0000%,$0.88,$0.88,$29.99,2.9343%,34.08,1,1,100.0000%,1,0,$29.99,$0.00
"Jun 05, 2021","Jun 05, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids lunch bowl safe,2,1,50.0000%,$1.12,$1.12,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 26, 2021","May 26, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids lunch bowls sets for school,2,1,50.0000%,$1.08,$1.08,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 07, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids melamine bowls,349,4,1.1461%,$1.29,$5.14,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids metal bowls,111,1,0.9009%,$1.09,$1.09,$24.99,4.3617%,22.93,1,1,100.0000%,1,0,$24.99,$0.00
"May 31, 2021","May 31, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids pasta bowl,8,1,12.5000%,$0.92,$0.92,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 08, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids popcorn bowls reusable,10,1,10.0000%,$0.86,$0.86,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 25, 2021","May 25, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids ramen bowl,566,3,0.5300%,$1.16,$3.48,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids safe bowls,1,1,100.0000%,$1.57,$1.57,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 08, 2021","Jun 08, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,kids shallow pasta bowl,1,1,100.0000%,$1.40,$1.40,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 10, 2021","Jun 10, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,melamine bowls kids,5,1,20.0000%,$1.31,$1.31,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 29, 2021","May 29, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,melamine kids bowls,8,1,12.5000%,$1.60,$1.60,$24.99,6.4026%,15.62,1,1,100.0000%,1,0,$24.99,$0.00
"Jun 06, 2021","Jun 06, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,metal bowls for kids,241,1,0.4149%,$1.60,$1.60,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 01, 2021","Jun 01, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,metal bowls with lids kids,1,1,100.0000%,$1.52,$1.52,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"May 30, 2021","May 30, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,nordic ware kids bowls,4,1,25.0000%,$1.17,$1.17,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jun 09, 2021","Jun 09, 2021",Not grouped,USD,Rainforest - Manual,Broad Ad Group,kids bowls,BROAD,oxo kids bowls,2,1,50.0000%,$1.69,$1.69,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
