amazon_order_id,purchase_date,order_total,add_city,Abbrev,add_postal,add_country,number_items,total_item_quantity,Product,repeat_buyer,Month
113-8261857-5875417,2021-03-25 09:00 AM PDT,43.69,RICHMOND,CA,94805-1839,US,1,1,Rainforest,0.0,03
114-7851242-2370612,2021-03-25 09:51 AM PDT,42.79,BOCA RATON,FL,33431-3932,US,1,1,Floral,0.0,03
114-0695414-7032220,2021-03-25 10:17 AM PDT,45.49,NEW BEDFORD,MA,02740-3385,US,1,1,Rainforest,0.0,03
113-2327419-8634601,2021-03-25 10:25 AM PDT,,OAKWOOD,IL,61858-6238,US,1,1,Rainforest,1.0,03
111-4308744-5820261,2021-03-25 11:56 AM PDT,42.89,MAGNOLIA,TX,77355-1860,US,1,1,Rainforest,0.0,03
113-5918737-2549801,2021-03-25 04:01 PM PDT,42.94,DETROIT LAKES,MN,56501-7121,US,1,1,Rainforest,0.0,03
113-1444304-0899414,2021-03-25 05:13 PM PDT,42.39,OLNEY,MD,20832-1204,US,1,1,Floral,0.0,03
114-2318490-9126657,2021-03-25 06:02 PM PDT,43.34,OAKDALE,CA,95361-2684,US,1,1,Rainforest,0.0,03
112-8528201-7871460,2021-03-25 07:14 PM PDT,42.89,RALEIGH,NC,27615-5678,US,1,1,Floral,0.0,03
111-5391344-2723444,2021-03-25 08:08 PM PDT,43.0,EDINA,MN,55435-1515,US,1,1,Rainforest,0.0,03
111-0001686-7801078,2021-03-25 08:22 PM PDT,42.79,venice,FL,34293,US,1,1,Rainforest,0.0,03
111-3521948-6874619,2021-03-25 09:35 PM PDT,42.53,BLOOMFIELD,CT,06002-1831,US,1,1,Rainforest,0.0,03
112-7603831-2933802,2021-03-25 10:22 PM PDT,42.79,CORAL SPRINGS,FL,33071-5442,US,1,1,Rainforest,0.0,03
114-0967497-9021858,2021-03-25 10:35 PM PDT,43.09,SALINAS,CA,93908-1572,US,1,1,Rainforest,0.0,03
112-5223984-9004257,2021-03-26 05:36 AM PDT,42.79,MIAMI BEACH,FL,33109-0090,US,1,1,Rainforest,0.0,03
112-6901908-7152238,2021-03-26 06:40 AM PDT,43.29,JONESTOWN,TX,78645-3415,US,1,1,Rainforest,0.0,03
111-6166072-0217836,2021-03-26 07:37 AM PDT,85.06,WEST HARTFORD,CT,06107-1326,US,2,2,Both,0.0,03
112-2404157-3997057,2021-03-26 07:52 AM PDT,44.03,FEDERAL WAY,WA,98003-5917,US,1,1,Floral,0.0,03
112-0593300-3632207,2021-03-26 09:20 AM PDT,42.79,CUMMING,GA,30041-1153,US,1,1,Floral,0.0,03
112-5774548-8225043,2021-03-26 09:36 AM PDT,42.64,MONTCLAIR,NJ,07043-1720,US,1,1,Rainforest,1.0,03
113-5167087-6390634,2021-03-26 11:09 AM PDT,43.29,WEATHERFORD,TX,76088-7037,US,1,1,Floral,0.0,03
113-4529405-8993065,2021-03-26 11:16 AM PDT,43.79,BEVERLY HILLS,CA,90210-1534,US,1,1,Floral,0.0,03
112-0328820-8749079,2021-03-26 01:01 PM PDT,44.09,LAKEWOOD,CA,90713-1830,US,1,1,Floral,0.0,03
114-9722450-9737825,2021-03-26 01:30 PM PDT,42.53,SOUTHINGTON,CT,06489-2735,US,1,1,Floral,0.0,03
114-8485826-0506668,2021-03-26 04:40 PM PDT,43.79,LOS ANGELES,CA,90020,US,1,1,Rainforest,0.0,03
113-1120900-4258616,2021-03-26 05:59 PM PDT,43.31,MESA,AZ,85212-1824,US,1,1,Rainforest,0.0,03
114-4933523-1070660,2021-03-26 07:36 PM PDT,43.34,NORTH LAS VEGAS,NV,89032-8238,US,1,1,Rainforest,1.0,03
114-9172987-3139466,2021-03-26 07:36 PM PDT,43.34,NORTH LAS VEGAS,NV,89032-8238,US,1,1,Floral,1.0,03
113-5630432-0814603,2021-03-26 08:17 PM PDT,42.39,Mount Joy,PA,17552,US,1,1,Rainforest,0.0,03
113-0840798-3794650,2021-03-26 08:29 PM PDT,,MILLIKEN,CO,80543-8422,US,1,1,Rainforest,1.0,03
111-6246611-0341816,2021-03-26 09:25 PM PDT,43.51,DENVER,CO,80238-2878,US,1,1,Rainforest,0.0,03
111-7711768-4274668,2021-03-27 04:51 AM PDT,43.89,HAYWARD,CA,94544-6712,US,1,1,Rainforest,0.0,03
114-3490751-4223468,2021-03-27 04:52 AM PDT,42.64,Teaneck,NJ,7666,US,1,1,Rainforest,0.0,03
113-6161004-2955439,2021-03-27 06:22 AM PDT,42.49,NATICK,MA,01760-1747,US,1,1,Rainforest,0.0,03
111-6526127-5133803,2021-03-27 10:08 AM PDT,42.79,PINECREST,FL,33156-4976,US,1,1,Floral,0.0,03
113-9045871-7615462,2021-03-27 11:06 AM PDT,43.59,LOS ALTOS,CA,94024-4749,US,1,1,Floral,0.0,03
114-0378948-4683443,2021-03-27 12:25 PM PDT,43.39,SAN FRANCISCO,CA,94107-3207,US,1,1,Rainforest,1.0,03
111-7695217-6022605,2021-03-27 12:30 PM PDT,42.19,Hortonville,WI,54944,US,1,1,Rainforest,0.0,03
112-7384771-2959465,2021-03-27 01:38 PM PDT,43.89,SAN BRUNO,CA,94066,US,1,1,Rainforest,0.0,03
111-8636786-9793801,2021-03-27 02:01 PM PDT,43.09,BISHOP,CA,93514-8042,US,1,1,Rainforest,0.0,03
114-4924486-4892269,2021-03-27 05:13 PM PDT,43.49,LOMPOC,CA,93436-5635,US,1,1,Floral,0.0,03
114-0769464-0258655,2021-03-27 06:39 PM PDT,75.06,KELSEYVILLE,CA,95451-9629,US,1,2,Rainforest,0.0,03
113-7503938-3001053,2021-03-27 06:43 PM PDT,37.44,LEXINGTON,NC,27292-0668,US,1,1,Rainforest,0.0,03
111-0118729-6416208,2021-03-27 07:46 PM PDT,37.7,SAN DIEGO,CA,92104-5455,US,1,1,Rainforest,0.0,03
111-9710288-8685828,2021-03-27 08:46 PM PDT,38.03,COLLEGE PLACE,WA,99324-1398,US,1,1,Rainforest,0.0,03
114-8107730-7835435,2021-03-27 08:47 PM PDT,38.59,SHORELINE,WA,98133-3430,US,1,1,Rainforest,0.0,03
113-4008639-0287405,2021-03-28 12:14 AM PDT,43.79,PORTER RANCH,CA,91326-4557,US,1,1,Floral,0.0,03
113-8557064-5991421,2021-03-28 05:42 AM PDT,37.09,YORK,PA,17408-4376,US,1,1,Rainforest,0.0,03
112-6108684-1878663,2021-03-28 06:32 AM PDT,37.18,CAMBRIDGE,MA,02142-1713,US,1,1,Rainforest,0.0,03
114-8377902-6360263,2021-03-28 07:32 AM PDT,37.09,STERLING,VA,20165-4332,US,1,1,Rainforest,0.0,03
112-1318237-8485822,2021-03-28 07:38 AM PDT,74.36,CONCORD,MA,01742-1616,US,1,2,Rainforest,1.0,03
114-6575669-3313042,2021-03-28 08:33 AM PDT,38.1,NEW YORK,NY,10024-2726,US,1,1,Rainforest,0.0,03
112-2457577-8829844,2021-03-28 09:02 AM PDT,43.09,SAN JACINTO,CA,92583,US,1,1,Floral,0.0,03
112-0898142-4709046,2021-03-28 09:09 AM PDT,37.61,Cantonment,FL,32533,US,1,1,Rainforest,0.0,03
112-2751115-4265012,2021-03-28 09:47 AM PDT,38.01,BELLMORE,NY,11710-3540,US,1,1,Rainforest,0.0,03
113-0892287-0877824,2021-03-28 09:54 AM PDT,43.34,MESQUITE,NV,89027-4181,US,1,1,Floral,0.0,03
111-3645540-7129053,2021-03-28 10:45 AM PDT,37.09,EASTON,PA,18045-4941,US,1,1,Rainforest,0.0,03
114-8409400-2633052,2021-03-28 12:26 PM PDT,37.88,KATY,TX,77450-3102,US,1,1,Rainforest,0.0,03
111-1952446-1065018,2021-03-28 01:20 PM PDT,37.09,WASHINGTON,DC,20010-1539,US,1,1,Rainforest,0.0,03
114-5991328-9816217,2021-03-28 01:38 PM PDT,38.1,NEW YORK,NY,10025-2358,US,1,1,Rainforest,0.0,03
111-5961518-7947466,2021-03-28 01:57 PM PDT,37.35,WADSWORTH,OH,44281-2190,US,1,1,Rainforest,0.0,03
112-0345524-5402626,2021-03-28 03:14 PM PDT,43.09,MOUNTAIN HOUSE,CA,95391-2082,US,1,1,Floral,1.0,03
114-1698719-6409012,2021-03-28 04:04 PM PDT,37.44,LIBERTYVILLE,IL,60048-1684,US,1,1,Rainforest,0.0,03
113-9649140-4091468,2021-03-28 04:37 PM PDT,37.61,CHAPEL HILL,NC,27516-3800,US,1,1,Rainforest,1.0,03
111-0987805-2525062,2021-03-28 05:05 PM PDT,37.44,VERO BEACH,FL,32963-2212,US,1,1,Rainforest,1.0,03
114-0151220-4419406,2021-03-28 06:00 PM PDT,42.64,LYNDHURST,NJ,07071-1504,US,1,1,Floral,0.0,03
114-4486527-5757029,2021-03-28 06:25 PM PDT,42.64,east hanover,nj,7936,US,1,1,Floral,0.0,03
114-5703773-2964231,2021-03-28 08:01 PM PDT,43.69,SALINAS,CA,93906-5102,US,1,1,Floral,0.0,03
112-5072224-3877830,2021-03-28 08:19 PM PDT,37.44,CARMEL,IN,46280-1095,US,1,1,Rainforest,0.0,03
113-6496972-9096242,2021-03-28 11:20 PM PDT,38.31,North  Hollywood,CA,91601,US,1,1,Rainforest,0.0,03
113-0271884-7523429,2021-03-28 11:49 PM PDT,37.72,MONROE,WA,98272-9105,US,1,1,Rainforest,0.0,03
114-3737432-9535414,2021-03-29 01:12 AM PDT,38.23,HALF MOON BAY,CA,94019-1635,US,1,1,Rainforest,1.0,03
112-4789229-9001821,2021-03-29 04:59 AM PDT,38.14,GLENCOE,IL,60022-1125,US,1,1,Rainforest,0.0,03
114-3639916-5077855,2021-03-29 05:00 AM PDT,43.29,KAUFMAN,TX,75142-8855,US,1,1,Floral,0.0,03
111-3127070-7787402,2021-03-29 06:45 AM PDT,37.88,SAN ANTONIO,TX,78253-5892,US,1,1,Rainforest,0.0,03
111-7379742-3747418,2021-03-29 08:02 AM PDT,34.99,MONMOUTH,OR,97361-1246,US,1,1,Rainforest,0.0,03
113-0632342-3383429,2021-03-29 08:09 AM PDT,37.44,INDIANAPOLIS,IN,46278-9525,US,1,1,Rainforest,0.0,03
114-6315509-1460229,2021-03-29 09:25 AM PDT,39.99,HILLSBORO,OR,97124,US,1,1,Floral,0.0,03
112-3868489-8708223,2021-03-29 09:42 AM PDT,42.69,Richfield,OH,44286,US,1,1,Floral,0.0,03
112-0133581-7004257,2021-03-29 09:45 AM PDT,37.44,FAIRFIELD,IL,62837-3118,US,1,1,Rainforest,0.0,03
112-1231958-7830666,2021-03-29 11:43 AM PDT,37.44,ASHEVILLE,NC,28806-2409,US,1,1,Rainforest,0.0,03
113-7483252-2042616,2021-03-29 11:54 AM PDT,42.11,STILLWATER,OK,74075-0901,US,1,1,Floral,0.0,03
113-6041845-3935454,2021-03-29 12:16 PM PDT,38.14,NORTH BEND,WA,98045-9014,US,1,1,Rainforest,0.0,03
111-2040957-8386612,2021-03-29 01:12 PM PDT,38.14,WARTBURG,TN,37887-4111,US,1,1,Rainforest,0.0,03
111-1481893-5412266,2021-03-29 01:43 PM PDT,37.09,FORT CAMPBELL,KY,42223-6069,US,1,1,Rainforest,0.0,03
113-6204703-7517806,2021-03-29 01:44 PM PDT,43.09,ORANGE,CA,92867-2456,US,1,1,Floral,0.0,03
111-9971161-5925820,2021-03-29 02:16 PM PDT,43.34,MAHOPAC,NY,10541-4514,US,1,1,Floral,0.0,03
111-6094316-8830625,2021-03-29 02:36 PM PDT,42.84,ST PAUL PARK,MN,55071-1498,US,1,1,Floral,0.0,03
112-1756238-3885855,2021-03-29 02:58 PM PDT,43.55,ATLANTA,GA,30318-2502,US,1,1,Floral,1.0,03
114-8896425-9587405,2021-03-29 03:03 PM PDT,39.91,SAGLE,ID,83860-8826,US,1,1,Rainforest,0.0,03
111-2162390-2654666,2021-03-29 03:33 PM PDT,37.72,CINCINNATI,OH,45226-2055,US,1,1,Rainforest,0.0,03
113-6025187-4526601,2021-03-29 04:16 PM PDT,37.79,COPAKE,NY,12516-1607,US,1,1,Rainforest,0.0,03
113-9776374-8353847,2021-03-29 05:45 PM PDT,38.4,GREENWOOD,AR,72936-3804,US,1,1,Rainforest,0.0,03
112-8256097-1171439,2021-03-29 08:13 PM PDT,81.17,AUSTIN,TX,78703-3036,US,2,2,Both,0.0,03
112-8041140-3979405,2021-03-30 02:18 AM PDT,43.34,WEST NYACK,NY,10994-2802,US,1,1,Floral,0.0,03
112-3909065-4597820,2021-03-30 02:45 AM PDT,37.53,CHARLOTTE,NC,28278-6919,US,1,1,Rainforest,0.0,03
112-2926819-0903406,2021-03-30 05:02 AM PDT,42.99,TAMPA,FL,33611-5625,US,1,1,Floral,0.0,03
112-7732954-6454625,2021-03-30 05:40 AM PDT,39.99,WILMINGTON,DE,19808-1966,US,1,1,Floral,0.0,03
113-1085288-9902613,2021-03-30 08:13 AM PDT,37.88,LA HABRA,CA,90631-4420,US,1,1,Rainforest,0.0,03
111-8470384-0957847,2021-03-30 09:26 AM PDT,74.18,MCLEAN,VA,22102-1125,US,1,2,Rainforest,0.0,03
111-0041213-7024231,2021-03-30 09:53 AM PDT,42.39,Pittsburgh,PA,15217,US,1,1,Floral,0.0,03
111-7572193-2738625,2021-03-30 12:13 PM PDT,37.48,SOUTH ST PAUL,MN,55075-5845,US,1,1,Rainforest,0.0,03
111-9940632-8186642,2021-03-30 12:28 PM PDT,38.63,EDMONDS,WA,98026-5708,US,1,1,Rainforest,0.0,03
111-3079754-6587438,2021-03-30 12:36 PM PDT,112.44,ROSEMOUNT,MN,55068-3751,US,1,3,Rainforest,0.0,03
114-7155053-5852229,2021-03-30 01:47 PM PDT,34.99,Envigado,Antioquia,55427,CO,1,1,Rainforest,0.0,03
112-1828736-0225864,2021-03-30 02:56 PM PDT,37.44,LONGWOOD,FL,32779-3118,US,1,1,Rainforest,0.0,03
114-2911470-9585064,2021-03-30 04:22 PM PDT,39.99,PORTLAND,OR,97225-4721,US,1,1,Floral,0.0,03
113-9739076-0218622,2021-03-30 06:05 PM PDT,38.1,BROOKLYN,NY,11206-3652,US,1,1,Rainforest,1.0,03
113-4994239-2025838,2021-03-30 06:27 PM PDT,38.58,CHICAGO,IL,60630-3113,US,1,1,Rainforest,0.0,03
112-9885006-4831458,2021-03-30 06:56 PM PDT,37.09,McLean,VA,22101-5321,US,1,1,Rainforest,0.0,03
112-8031284-2449800,2021-03-30 07:05 PM PDT,43.53,BOULDER,CO,80304-2726,US,1,1,Floral,0.0,03
113-9711876-2416234,2021-03-30 07:31 PM PDT,38.01,RONKONKOMA,NY,11779-4939,US,1,1,Rainforest,0.0,03
111-4998460-6698630,2021-03-30 07:38 PM PDT,37.62,BLOOMINGTON,MN,55431-1419,US,1,1,Rainforest,1.0,03
114-7902200-3215450,2021-03-30 07:50 PM PDT,38.63,EVERETT,WA,98208-7432,US,1,1,Rainforest,0.0,03
113-0304085-7701062,2021-03-30 07:50 PM PDT,75.02,SAN TAN VALLEY,AZ,85143-5962,US,1,2,Rainforest,1.0,03
112-5830865-9133866,2021-03-30 08:42 PM PDT,37.21,WOODBRIDGE,CT,06525-1628,US,1,1,Rainforest,0.0,03
111-3211990-5681860,2021-03-30 08:43 PM PDT,37.09,BALTIMORE,MD,21230-5274,US,1,1,Rainforest,0.0,03
113-1300492-8154649,2021-03-30 10:02 PM PDT,36.35,CARBONDALE,CO,81623-8817,US,1,1,Rainforest,0.0,03
113-1087320-6555430,2021-03-31 07:34 AM PDT,37.88,SOUTHLAKE,TX,76092-7001,US,1,1,Rainforest,0.0,03
112-8513627-0915403,2021-03-31 07:54 AM PDT,75.06,LOS OSOS,CA,93402-2736,US,2,2,Both,0.0,03
111-7055311-6420225,2021-03-31 08:10 AM PDT,43.09,NAPA,CA,94558-9723,US,1,1,Floral,0.0,03
111-4187399-8425042,2021-03-31 09:55 AM PDT,42.79,JUPITER,FL,33458-2445,US,1,1,Floral,0.0,03
111-3800273-0618662,2021-03-31 10:02 AM PDT,43.89,MEMPHIS,TN,38120-3112,US,1,1,Floral,0.0,03
113-3086203-5161851,2021-03-31 12:23 PM PDT,80.6,JACKSONVILLE,FL,32225-1055,US,2,2,Both,0.0,03
111-8420525-5449840,2021-03-31 01:06 PM PDT,37.96,GRASS VALLEY,CA,95945-6277,US,1,1,Rainforest,0.0,03
114-0022911-4323406,2021-03-31 01:24 PM PDT,74.98,MCMINNVILLE,OR,97128-8721,US,2,2,Both,0.0,03
111-8075339-9353038,2021-03-31 01:54 PM PDT,38.1,BROOKLYN,NY,11230-1408,US,1,1,Rainforest,0.0,03
113-1063474-1894617,2021-03-31 02:13 PM PDT,43.29,San Antonio,TX,78251,US,1,1,Floral,0.0,03
112-1112986-2499422,2021-03-31 02:35 PM PDT,38.01,OAKDALE,NY,11769-2038,US,1,1,Rainforest,1.0,03
111-8871492-8515434,2021-03-31 02:36 PM PDT,79.1,MADISON,WI,53713-2523,US,2,2,Both,0.0,03
112-0977771-6154648,2021-03-31 02:37 PM PDT,37.35,LANCASTER,OH,43130-1245,US,1,1,Rainforest,0.0,03
112-6917188-2012261,2021-03-31 02:41 PM PDT,37.09,GREENVILLE,SC,29605-1012,US,1,1,Rainforest,0.0,03
113-5977342-8589059,2021-03-31 03:50 PM PDT,37.88,OCEANSIDE,CA,92056-2119,US,1,1,Rainforest,0.0,03
113-5517088-9623410,2021-03-31 04:05 PM PDT,39.01,San juan,Puerto Rico,918,US,1,1,Rainforest,0.0,03
113-1388497-0229023,2021-03-31 07:05 PM PDT,37.26,WINDERMERE,FL,34786-3189,US,1,1,Rainforest,1.0,03
113-3497912-9140221,2021-03-31 09:57 PM PDT,37.8,MINNEAPOLIS,MN,55414-2634,US,1,1,Rainforest,0.0,03
113-7691504-9105019,2021-03-31 11:41 PM PDT,42.69,SAINT GEORGE,UT,84790-7987,US,1,1,Floral,0.0,03
111-5755542-7385019,2021-04-01 03:04 AM PDT,37.09,BROOKEVILLE,MD,20833-3269,US,1,1,Rainforest,0.0,04
113-2167394-7517009,2021-04-01 03:39 AM PDT,42.79,HOMESTEAD,FL,33033-5104,US,1,1,Floral,0.0,04
114-5736232-9435458,2021-04-01 07:33 AM PDT,37.44,EVANSVILLE,IN,47720-6344,US,1,1,Rainforest,0.0,04
113-2156276-4416226,2021-04-01 08:13 AM PDT,37.82,MOUNT VERNON,WA,98273-8593,US,1,1,Rainforest,0.0,04
113-0470026-1700242,2021-04-01 08:41 AM PDT,38.31,LOS ANGELES,CA,90077-1407,US,1,1,Rainforest,0.0,04
114-2545745-1868266,2021-04-01 08:54 AM PDT,37.62,MAPLE GROVE,MN,55369-2736,US,1,1,Rainforest,0.0,04
114-6276172-8357026,2021-04-01 09:09 AM PDT,34.99,BEND,OR,97701-3932,US,1,1,Rainforest,0.0,04
114-2788473-0756268,2021-04-01 11:19 AM PDT,37.88,MCKINNEY,TX,75070-2224,US,1,1,Rainforest,0.0,04
111-5318710-2677051,2021-04-01 03:07 PM PDT,37.31,HIGHLANDS,NJ,07732-1473,US,1,1,Rainforest,0.0,04
111-4331847-5709807,2021-04-01 06:22 PM PDT,42.49,ANDOVER,MA,01810-4734,US,1,1,Floral,0.0,04
113-0570426-6357057,2021-04-01 09:47 PM PDT,37.96,WICKENBURG,AZ,85390-3500,US,1,1,Rainforest,0.0,04
114-1750338-6288202,2021-04-01 10:50 PM PDT,75.84,HENDERSON,NV,89052-8754,US,1,2,Rainforest,0.0,04
114-0732371-4686607,2021-04-02 04:03 AM PDT,37.09,VIENNA,VA,22181-2844,US,1,1,Rainforest,1.0,04
113-5524100-0521055,2021-04-02 05:14 AM PDT,37.21,MANCHESTER,CT,06042-3324,US,1,1,Rainforest,0.0,04
114-7271912-0682614,2021-04-02 05:48 AM PDT,39.99,HELENA,MT,59601-8634,US,1,1,Floral,0.0,04
112-8327868-4349060,2021-04-02 05:49 AM PDT,36.84,CASTLETON,VA,22716-2921,US,1,1,Rainforest,0.0,04
113-5539337-1820225,2021-04-02 06:28 AM PDT,79.48,NORFOLK,VA,23502-4210,US,2,2,Both,0.0,04
111-3233478-2854659,2021-04-02 07:27 AM PDT,37.7,SALT LAKE CITY,UT,84103-2216,US,1,1,Rainforest,0.0,04
113-0996610-6547461,2021-04-02 09:04 AM PDT,37.09,Chesapeake,VA,23320-9206,US,1,1,Rainforest,0.0,04
112-5102094-4258664,2021-04-02 09:52 AM PDT,45.15,GRANTS PASS,OR,97527-4878,US,1,1,Floral,0.0,04
113-4446883-5622633,2021-04-02 11:20 AM PDT,34.99,BEDFORD,NH,03110-4112,US,1,1,Rainforest,0.0,04
113-5792562-8136235,2021-04-02 03:12 PM PDT,37.09,BOISE,IDAHO,83702-0200,US,1,1,Rainforest,0.0,04
114-3569705-4089068,2021-04-02 04:00 PM PDT,37.26,WINTER GARDEN,FL,34787,US,1,1,Rainforest,0.0,04
113-7516912-5352250,2021-04-02 09:06 PM PDT,81.26,NEW ROCHELLE,NY,10804-2231,US,2,2,Both,0.0,04
112-9464436-8049058,2021-04-03 06:29 AM PDT,81.17,HOUSTON,TX,77008-6776,US,2,2,Both,0.0,04
113-5324613-3245066,2021-04-03 09:23 AM PDT,37.18,SOUTH HADLEY,MA,01075-1216,US,1,1,Rainforest,0.0,04
112-2942924-9131415,2021-04-03 10:12 AM PDT,38.01,WEST HEMPSTEAD,NY,11552-2454,US,1,1,Rainforest,0.0,04
111-6987999-0343402,2021-04-03 10:39 AM PDT,37.72,LAKE STEVENS,WA,98258-9381,US,1,1,Rainforest,0.0,04
113-2758231-9870622,2021-04-03 11:07 AM PDT,37.88,corpus christi,texas,78412,US,1,1,Rainforest,0.0,04
113-9865184-6161009,2021-04-03 11:32 AM PDT,36.64,Eleele,Hi,96705,US,1,1,Rainforest,0.0,04
114-3142773-0731408,2021-04-03 11:57 AM PDT,43.54,NEW YORK,NY,10012-5315,US,1,1,Floral,1.0,04
113-4491455-8586635,2021-04-03 12:01 PM PDT,43.34,HENDERSON,NV,89052-3897,US,1,1,Floral,1.0,04
114-4529851-9668266,2021-04-03 12:10 PM PDT,38.05,CHULA VISTA,CA,91915-2780,US,1,1,Rainforest,0.0,04
112-6820131-9977038,2021-04-03 02:32 PM PDT,37.53,ROCKLIN,CA,95765-5695,US,1,1,Rainforest,0.0,04
112-7914587-3686635,2021-04-03 03:14 PM PDT,37.18,ARLINGTON,MA,02474-8231,US,1,1,Rainforest,0.0,04
114-7766005-5962617,2021-04-03 04:34 PM PDT,43.44,HAMPTON BAYS,NY,11946-2644,US,1,1,Floral,1.0,04
112-6304314-7517054,2021-04-03 06:42 PM PDT,37.44,Adel,IA,50003,US,1,1,Rainforest,0.0,04
112-9270415-3060259,2021-04-03 08:04 PM PDT,42.39,LOUISVILLE,KY,40206-2632,US,1,1,Floral,0.0,04
114-4571722-4940221,2021-04-03 08:21 PM PDT,43.34,MAMARONECK,NY,10543-4531,US,1,1,Floral,0.0,04
113-4094446-7115460,2021-04-03 09:08 PM PDT,37.88,SAN ANTONIO,TX,78258-7868,US,1,1,Rainforest,1.0,04
112-6490131-4835401,2021-04-03 09:41 PM PDT,43.29,DALLAS,TX,75226-1597,US,1,1,Floral,0.0,04
111-6103679-7523404,2021-04-04 04:07 AM PDT,42.39,GERMANTOWN,MD,20874-2164,US,1,1,Floral,0.0,04
112-9527592-3611441,2021-04-04 06:12 AM PDT,37.44,WINTERVILLE,NC,28590,US,1,1,Rainforest,1.0,04
111-5563063-8893844,2021-04-04 07:37 AM PDT,37.44,BAY SAINT LOUIS,MS,39520-3003,US,1,1,Rainforest,0.0,04
111-8856996-5426627,2021-04-04 10:20 AM PDT,37.44,Asheville,NC,28803,US,1,1,Rainforest,0.0,04
113-0309652-4149043,2021-04-04 10:40 AM PDT,37.53,SANDY,UT,84092-5631,US,1,1,Rainforest,1.0,04
111-8550280-4234631,2021-04-04 12:15 PM PDT,38.63,EDMONDS,WA,98026-8992,US,1,1,Rainforest,0.0,04
112-2447200-3290615,2021-04-04 02:47 PM PDT,42.04,HOLLOMAN AIR FORCE BASE,NM,88330-7872,US,1,1,Floral,0.0,04
112-7740213-0942606,2021-04-04 05:35 PM PDT,37.44,FORT VALLEY,GA,31030-6360,US,1,1,Rainforest,0.0,04
114-9865976-0785862,2021-04-04 06:59 PM PDT,37.31,CHERRY HILL,NJ,08034-2630,US,1,1,Rainforest,0.0,04
113-7637169-9660205,2021-04-04 07:51 PM PDT,37.44,miami,FL,33147,US,1,1,Rainforest,0.0,04
114-4915741-9639453,2021-04-04 08:08 PM PDT,37.09,ANN ARBOR,MI,48103-3268,US,1,1,Rainforest,1.0,04
114-9131868-3425044,2021-04-04 08:11 PM PDT,37.7,ROSEVILLE,CA,95678-6938,US,1,1,Rainforest,0.0,04
112-7146211-1284200,2021-04-04 08:40 PM PDT,43.53,BOULDER,CO,80304-2205,US,1,1,Floral,0.0,04
114-4615700-6289024,2021-04-04 09:04 PM PDT,38.58,CHICAGO,IL,60656-3318,US,1,1,Rainforest,0.0,04
111-6726753-8294614,2021-04-04 09:05 PM PDT,42.89,EL DORADO HILLS,CA,95762-5828,US,1,1,Floral,0.0,04
114-8393874-4981013,2021-04-05 05:29 AM PDT,43.44,HAMPTON BAYS,NY,11946-2644,US,1,1,Floral,1.0,04
113-3074185-4051452,2021-04-05 06:05 AM PDT,37.09,MORRISVILLE,PA,19067-6246,US,1,1,Rainforest,0.0,04
111-5437258-3439432,2021-04-05 07:11 AM PDT,43.09,YORBA LINDA,CA,92886-4527,US,1,1,Floral,0.0,04
112-0681909-5075437,2021-04-05 07:35 AM PDT,37.21,WEST HARTFORD,CT,06110-1681,US,1,1,Rainforest,0.0,04
111-2158201-6049021,2021-04-05 08:05 AM PDT,38.58,LONG BEACH,CA,90803-4166,US,1,1,Rainforest,0.0,04
111-2869456-6755455,2021-04-05 08:05 AM PDT,37.44,ASHEVILLE,NC,28803-2520,US,1,1,Rainforest,1.0,04
111-1228228-7491436,2021-04-05 08:22 AM PDT,43.29,ARLINGTON,TX,76012-1734,US,1,1,Floral,0.0,04
113-2094604-4870616,2021-04-05 09:30 AM PDT,36.74,OSHKOSH,WI,54904-6815,US,1,1,Rainforest,0.0,04
111-7679841-9745836,2021-04-05 09:54 AM PDT,37.53,WEST VALLEY CITY,UT,84120-6122,US,1,1,Rainforest,0.0,04
111-4415042-9838663,2021-04-05 10:00 AM PDT,38.01,Brookville,NY,11545,US,1,1,Rainforest,0.0,04
111-0394710-7955419,2021-04-05 10:13 AM PDT,37.88,LAKEWAY,TX,78738-1806,US,1,1,Rainforest,1.0,04
114-4064111-5469064,2021-04-05 10:58 AM PDT,37.61,TAMPA,FL,33617-7602,US,1,1,Rainforest,0.0,04
113-9919487-2044236,2021-04-05 12:07 PM PDT,79.67,DUNSTABLE,MA,01827-2713,US,2,2,Both,0.0,04
111-3977375-7001859,2021-04-05 12:25 PM PDT,37.7,SAN DIEGO,CA,92122-4553,US,1,1,Rainforest,0.0,04
114-1426600-6937006,2021-04-05 01:47 PM PDT,37.61,DURHAM,NC,27707-6050,US,1,1,Rainforest,0.0,04
113-1222900-6934624,2021-04-05 01:57 PM PDT,75.76,Pflugerville,TX,78660,US,1,2,Rainforest,0.0,04
114-7997498-4209849,2021-04-05 02:03 PM PDT,38.01,RONKONKOMA,NY,11779-4939,US,1,1,Rainforest,0.0,04
111-5683640-7160245,2021-04-05 02:50 PM PDT,36.48,LITTLETON,CO,80121-1046,US,1,1,Rainforest,0.0,04
113-9940007-2322603,2021-04-05 02:57 PM PDT,43.54,NEW YORK,NY,10017-4351,US,1,1,Floral,0.0,04
112-2282859-5566616,2021-04-05 03:00 PM PDT,75.4,CORONADO,CA,92118-2646,US,1,2,Rainforest,0.0,04
114-9494206-1549013,2021-04-05 03:26 PM PDT,37.88,ANDREWS,TX,79714-2316,US,1,1,Rainforest,0.0,04
